X,Time[s],Throughput[GB/s]
5,.00023300000000000000,.01703004291845493562
6,.00019680000000000000,.08195121951219512195
7,.00026820000000000000,.24244593586875466070
8,.00028780000000000000,.90729673384294649061
9,.00032240000000000000,3.24605459057071960297
10,.00050520000000000000,8.29415676959619952494
11,.00090240000000000000,18.58269503546099290780
12,.00204980000000000000,32.73123231534783881354
13,.00641960000000000000,41.80987725091906037759
14,.02654260000000000000,40.45105935364282323510
