Size,Time[s],Throughput[GB/s]
32,0.000000,
64,0.000000,
128,0.000001,130.04800000000000000000
256,0.000005,104.44800000000000000000
512,0.000026,80.50215384615384615384
1024,0.000117,71.62748717948717948717
2048,0.000839,39.97383551847437425506
4096,0.004135,32.45101813784764207980
8192,0.018266,29.38822818351034709295
16384,0.075647,28.38648691950771345856
32768,0.316097,27.17416630970872864974
65536,1.278924,26.86571999587152950448
