X,Time[s],Throughput[GB/s]
32,0.000002901960,1.367351720906
64,0.000004401760,3.663988949875
128,0.000008020530,8.107194911059
256,0.000014265560,18.304223598653
512,0.000016479530,63.504723739087
1024,0.000051129030,81.953598572083
2048,0.000168613910,99.452198220182
4096,0.000948787180,70.713940295863
8192,0.003026061240,88.697044346664
16384,0.014860099350,72.252295406087
