Size,Time[s],Throughput[GB/s]
128,0.000379,.34313456464379947229
256,0.000465,1.12309677419354838709
512,0.000412,5.08023300970873786407
1024,0.000396,21.16266666666666666666
2048,0.000657,51.04725722983257229832
4096,0.001487,90.23870880968392737054
8192,0.005063,106.02515820659687932056
16384,0.021983,97.68241714051767274712
