X,Time[s],Throughput[GB/s]
5,.00005300000000000000,.07486792452830188679
6,.00006780000000000000,.23787610619469026548
7,.00007920000000000000,.82101010101010101010
8,.00006760000000000000,3.86272189349112426035
9,.00009260000000000000,11.30159827213822894168
10,.00023000000000000000,18.21829565217391304347
11,.00032840000000000000,51.06280146163215590742
12,.00117440000000000000,57.12915531335149863760
13,.00474940000000000000,56.51296753274097780772
14,.01843680000000000000,58.23550117156990367091
