X,Time[s],Throughput[GB/s]
5,.00000160000000000000,2.48000000000000000000
6,.00000200000000000000,8.06400000000000000000
7,.00000200000000000000,32.51200000000000000000
8,.00253880000000000000,.10285174097999054671
9,.00000560000000000000,186.88000000000000000000
10,.00003040000000000000,137.83578947368421052631
11,.00081200000000000000,20.65150738916256157635
12,.00196000000000000000,34.23085714285714285714
13,.01632440000000000000,16.44181029624365979760
14,.07830300000000000000,13.71181548599670510708
