X,Time[s],Throughput[GB/s]
5,0.000003,2.64533333333333333333
6,0.000003,10.75200000000000000000
7,0.000007,18.57828571428571428571
8,0.000025,20.88960000000000000000
9,0.000126,16.61155555555555555555
10,0.000525,15.96269714285714285714
11,0.002524,13.28765768621236133122
12,0.007203,18.62903790087463556851
13,0.029458,18.22273664199877792110
14,0.135221,15.88031870789300478475
