X,Time[s],Throughput[GB/s]
5,.00000400000000000000,.99200000000000000000
6,.00000500000000000000,3.22560000000000000000
7,.00000640000000000000,10.16000000000000000000
8,.00001020000000000000,25.60000000000000000000
9,.00001120000000000000,93.44000000000000000000
10,.00001700000000000000,246.48282352941176470588
11,.00014060000000000000,119.26759601706970128022
12,.00055820000000000000,120.19433894661411680401
13,.00225260000000000000,119.15239634200479445973
14,.01095340000000000000,98.02219292639728303540
