X,Time[s],Throughput[GB/s]
5,.00000100000000000000,3.96800000000000000000
6,.00000200000000000000,8.06400000000000000000
7,.00000200000000000000,32.51200000000000000000
8,.00000400000000000000,65.28000000000000000000
9,.00001620000000000000,64.60049382716049382716
10,.00007380000000000000,56.77788617886178861788
11,.00077820000000000000,21.54847597018761243896
12,.00316140000000000000,21.22239514139305371038
13,.01703900000000000000,15.75225588356124185691
14,.07513600000000000000,14.28977172061328790459
