Size,Time[s],Throughput[GB/s]
32,0.000177,.04483615819209039548
64,0.000027,1.19466666666666666666
128,0.000006,21.67466666666666666666
256,0.000174,3.00137931034482758620
512,0.000153,13.68010457516339869281
1024,0.000173,48.44171098265895953757
2048,0.000368,91.13600000000000000000
4096,0.001087,123.44522539098436062557
8192,0.004635,115.81561510248112189859
16384,0.018338,117.09851543243538008506
