Size,Time[s],Throughput[GB/s]
256,0.000012,43.52000000000000000000
512,0.000009,232.56177777777777777777
1024,0.000016,523.77600000000000000000
2048,0.000036,931.61244444444444444444
4096,0.000527,254.62041745730550284629
8192,0.001727,310.83113839027214823393
16384,0.008590,249.98283771827706635622
