X,Time[s],Throughput[GB/s]
5,.00000880000000000000,.45090909090909090909
6,.00000900000000000000,1.79200000000000000000
7,.00000980000000000000,6.63510204081632653061
8,.00001220000000000000,21.40327868852459016393
9,.00001760000000000000,59.46181818181818181818
10,.00006000000000000000,69.83680000000000000000
11,.00033700000000000000,49.75971513353115727002
12,.00101040000000000000,66.40190023752969121140
13,.00451520000000000000,59.44425230333097094259
14,.01661860000000000000,64.60690358995342567966
