Size,Time[s],Throughput[GB/s]
32,0.000000,
64,0.000001,32.25600000000000000000
128,0.000001,130.04800000000000000000
256,0.000002,261.12000000000000000000
512,0.000005,418.61120000000000000000
1024,0.000032,261.88800000000000000000
2048,0.000874,38.37305263157894736842
4096,0.003383,39.66448714159030446349
8192,0.018257,29.40271545160760256340
16384,0.075951,28.27286771734407710234
32768,0.306521,28.02311243927822237301
65536,1.228450,27.96956659204688835524
