X,Time[s],Throughput[GB/s]
5,0.000000,
6,0.000001,32.25600000000000000000
7,0.000001,130.04800000000000000000
8,0.000003,174.08000000000000000000
9,0.000016,130.81600000000000000000
10,0.000080,104.75520000000000000000
11,0.000839,39.97383551847437425506
12,0.003753,35.75405275779376498800
13,0.015738,34.10886872537806582793
14,0.071654,29.96835593267647305105
