Size,Time[s],Throughput[GB/s]
64,0.000009,3.58400000000000000000
128,0.000010,13.00480000000000000000
256,0.000011,47.47636363636363636363
512,0.000009,232.56177777777777777777
1024,0.000027,310.38577777777777777777
2048,0.000162,207.02498765432098765432
4096,0.000589,227.81826825127334465195
8192,0.003342,160.62399042489527229204
16384,0.008645,248.39243215731636784268
32768,0.081785,105.02747995353671211102
65536,0.369480,92.99343423189347190646
