X,Time[s],Throughput[GB/s]
5,.00016120000000000000,.02461538461538461538
6,.00012860000000000000,.12541213063763608087
7,.00008420000000000000,.77225653206650831353
8,.00011160000000000000,2.33978494623655913978
9,.00009360000000000000,11.18085470085470085470
10,.00011400000000000000,36.75621052631578947368
11,.00019560000000000000,85.73120654396728016359
12,.00103740000000000000,64.67368421052631578947
13,.00394280000000000000,68.07413208887085320077
14,.01666360000000000000,64.43243284764396648983
