Size,Time[s],Throughput[GB/s]
32768,0.000026,5.04123076923076923076
65536,0.000041,6.39375609756097560975
131072,0.000076,6.89852631578947368421
262144,0.000149,7.03742281879194630872
524288,0.000307,6.83111400651465798045
1048576,0.000632,6.63655696202531645569
2097152,0.001234,6.79789951377633711507
4194304,0.002441,6.87309135600163867267
8388608,0.004808,6.97887520798668885191
16777216,0.009551,7.02637043241545387917
33554432,0.019015,7.05851843281619773862
67108864,0.037972,7.06929990519330032655
134217728,0.078412,6.84679528643574963015
268435456,0.157564,6.81463928308496864766
536870912,0.334375,6.42238100336448598130
1073741824,0.894910,4.79932875484685610843
2147483648,1.339627,6.41218383326104953095
4294967296,3.050776,5.63131124146774460006
