Size,Time[s],Throughput[GB/s]
32768,.00171000000000000000,.07665029239766081871
65536,.00185240000000000000,.14151587130209458000
131072,.00176900000000000000,.29637535330695308083
262144,.00196860000000000000,.53265061465000507975
524288,.00205960000000000000,1.01823266653719168770
1048576,.00263680000000000000,1.59067961165048543689
2097152,.00332220000000000000,2.52501595328396845463
4194304,.00522600000000000000,3.21033601224646000765
8388608,.00933440000000000000,3.59470689064106959204
16777216,.01625660000000000000,4.12809960262293468498
33554432,.02500640000000000000,5.36733508221895194830
67108864,.05328340000000000000,5.03788151656988855816
134217728,.43012340000000000000,1.24817880636115124171
268435456,.21050780000000000000,5.10072227252386847423
536870912,.36612640000000000000,5.86541600933448120649
1073741824,.85044660000000000000,5.05024924081065172110
