Size,Time[s],Throughput[GB/s]
32768,0.000980845680,0.133631622867
65536,0.002245923210,0.116719930064
131072,0.002379368340,0.220347556612
262144,0.002717109020,0.385916057207
524288,0.002149830570,0.975496408538
1048576,0.005076273750,0.826256464203
2097152,0.002498162880,3.357910754002
4194304,0.003029090810,5.538696939891
8388608,0.002721490580,12.329431616111
16777216,0.003710612810,18.085655237093
33554432,0.007973252690,16.833497346489
67108864,0.006029161760,44.522848562617
134217728,0.010434573700,51.451159140311
268435456,0.016964400830,63.293825391179
536870912,0.031528657640,68.112117950607
1073741824,0.059892956140,71.710724813123
