Size,Time[s],Throughput[GB/s]
32768,.00062220000000000000,.21065895210543233686
65536,.00074580000000000000,.35149369804237060874
131072,.00073240000000000000,.71584926269797924631
262144,.00089880000000000000,1.16663996439697374276
524288,.00099660000000000000,2.10430664258478828015
1048576,.00124560000000000000,3.36729608220937700706
2097152,.00182240000000000000,4.60305531167690956979
4194304,.00295920000000000000,5.66951067856177345228
8388608,.00493540000000000000,6.79872593913360619200
16777216,.01138780000000000000,5.89304905249477511020
33554432,.01557640000000000000,8.61673608792789091189
67108864,.03511800000000000000,7.64381388461757503274
134217728,.06726140000000000000,7.98185752898393432191
268435456,.13286380000000000000,8.08152276240781913508
536870912,.41114960000000000000,5.22311987656074577234
1073741824,.53133380000000000000,8.08336924170831970411
