Size,Time[s],Throughput[GB/s]
32768,.00001720000000000000,7.62046511627906976744
65536,.00002560000000000000,10.24000000000000000000
131072,.00004240000000000000,12.36528301886792452830
262144,.00007660000000000000,13.68898172323759791122
524288,.00015340000000000000,13.67113428943937418513
1048576,.00032020000000000000,13.09901311680199875078
2097152,.00062560000000000000,13.40890025575447570332
4194304,.00123920000000000000,13.53874757908327953518
8388608,.00257140000000000000,13.04909076767519639107
16777216,.00482880000000000000,13.89762756792577866136
33554432,.00962680000000000000,13.94209166078032160219
67108864,.01944200000000000000,13.80698775846106367657
134217728,.04506900000000000000,11.91219933879163061084
268435456,.08920340000000000000,12.03700558498891297865
536870912,.20299660000000000000,10.57891436605342158440
1073741824,.40184840000000000000,10.68802885864420512810
