Size,Time[s],Throughput[GB/s]
32768,0.000025218770,5.197398604294
65536,0.000046513320,5.635890966287
131072,0.000108306390,4.840785479047
262144,0.000173889840,6.030116538149
524288,0.000343676130,6.102117129869
1048576,0.000684441670,6.128066398996
2097152,0.001363010880,6.154468847673
4194304,0.002718420000,6.171679137146
8388608,0.005617538760,5.973155403738
16777216,0.010846399020,6.187202211191
33554432,0.026683699740,5.029951967223
67108864,0.045710707800,5.872485221067
134217728,0.096439311940,5.566930136686
268435456,0.197356752560,5.440613559313
536870912,0.419494541610,5.119217141081
1073741824,0.814413772440,5.273691876713
