Size,Time[s],Throughput[GB/s]
32768,0.000739,.17736400541271989174
65536,0.001033,.25376960309777347531
131072,0.000755,.69442119205298013245
262144,0.000904,1.15992920353982300884
524288,0.001059,1.98031350330500472143
1048576,0.001417,2.95998870853916725476
2097152,0.002136,3.92725093632958801498
4194304,0.003748,4.47631163287086446104
8388608,0.006718,4.99470556713307532003
16777216,0.013078,5.13143171738797981342
33554432,0.025996,5.16301461763348207416
67108864,0.051297,5.23296598241612569935
134217728,0.102850,5.21994080700048614487
268435456,0.203947,5.26480813152436662466
536870912,0.406551,5.28219989128055274737
1073741824,0.807115,5.32138207814251996307
