Size,Time[s],Throughput[GB/s]
32768,.00000560000000000000,23.40571428571428571428
65536,.00000420000000000000,62.41523809523809523809
131072,.00000700000000000000,74.89828571428571428571
262144,.00001280000000000000,81.92000000000000000000
524288,.00003100000000000000,67.65006451612903225806
1048576,.00006420000000000000,65.33183800623052959501
2097152,.00015320000000000000,54.75592689295039164490
4194304,.00050620000000000000,33.14345318056104306598
8388608,.00120480000000000000,27.85062416998671978751
16777216,.00239880000000000000,27.97601467400366850091
33554432,.00495180000000000000,27.10483622117209903469
67108864,.01231320000000000000,21.80062502030341422213
134217728,.02408840000000000000,22.28752893508908852393
268435456,.04608280000000000000,23.30027307368475873861
536870912,.09030360000000000000,23.78070916331131870711
1073741824,.17687820000000000000,24.28206130546330751895
