Size,Time[s],Throughput[GB/s]
32768,0.000108009880,1.213518615149
65536,0.000101460200,2.583712628203
131072,0.000119607500,4.383404050749
262144,0.000117555140,8.919865179864
524288,0.000161749840,12.965403860678
1048576,0.000294454080,14.244339898432
2097152,0.000523690950,16.018241292885
4194304,0.000628518200,26.693285890528
8388608,0.001295768510,25.895390836439
16777216,0.002143505310,31.307999885477
33554432,0.003769812060,35.603294239554
67108864,0.006876615740,39.035983127363
134217728,0.013058737300,41.112007973390
268435456,0.025091562260,42.792944212633
536870912,0.052724937900,40.729941722700
1073741824,0.103093797200,41.660773127484
