Size,Time[s],Throughput[GB/s]
32768,.07827340000000000000,.00167454077630459389
65536,.08154000000000000000,.00321491292617120431
131072,.05515080000000000000,.00950644414949556488
262144,.05701620000000000000,.01839084330418372322
524288,.07781540000000000000,.02695034658949256830
1048576,.06076800000000000000,.06902159031068983675
2097152,.06513260000000000000,.12879277044060885025
4194304,.08086000000000000000,.20748473905515706158
8388608,.10890040000000000000,.30812037421350151147
16777216,.13817700000000000000,.48567318728876730570
33554432,.22046520000000000000,.60879326079580813661
67108864,.38248800000000000000,.70181405952605049047
134217728,.70447020000000000000,.76209172793966302620
268435456,1.33684500000000000000,.80319096379909413581
536870912,2.55368060000000000000,.84093666529792331899
1073741824,4.72657960000000000000,.90868400819907909728
