Size,Time[s],Throughput[GB/s]
32768,0.052157,.00251302797323465690
65536,0.038938,.00673234372592326262
131072,0.000607,.86373640856672158154
262144,0.000811,1.29294204685573366214
524288,0.000990,2.11833535353535353535
1048576,0.001238,3.38796768982229402261
2097152,0.002112,3.97187878787878787878
4194304,0.003031,5.53520818211811283404
8388608,0.005867,5.71918050110789159706
16777216,0.022028,3.04652551298347557653
33554432,0.019696,6.81446628757108042242
67108864,0.040682,6.59838395359126886583
134217728,0.077717,6.90802413886279707142
268435456,0.151789,7.07391065228705637430
536870912,0.351227,6.11423281239768013279
1073741824,0.576351,7.45199938232084268093
2147483648,1.080433,7.95045559696899298707
4294967296,2.586008,6.64339367240936609631
