Size,Time[s],Throughput[GB/s]
32768,.13767860000000000000,.00095201432902426375
65536,.12249040000000000000,.00214011873583562466
131072,.12187900000000000000,.00430170907211250502
262144,.12657040000000000000,.00828452782009063730
524288,.12290680000000000000,.01706294525608021687
1048576,.12815980000000000000,.03272714220839920162
2097152,.13925700000000000000,.06023832195149974507
4194304,.16451280000000000000,.10198121969840644618
8388608,.15968440000000000000,.21012968079536886508
16777216,.19622860000000000000,.34199328742089583271
33554432,.26936740000000000000,.49827012474412271121
67108864,.41992900000000000000,.63924010011216181783
134217728,.71722140000000000000,.74854279585076518910
268435456,1.36277860000000000000,.78790628499743098402
536870912,2.45793860000000000000,.87369295880702634313
1073741824,4.71530260000000000000,.91085719419152442093
