Size,Time[s],Throughput[GB/s]
32768,0.000016,8.19200000000000000000
65536,0.000026,10.08246153846153846153
131072,0.000043,12.19274418604651162790
262144,0.000078,13.44328205128205128205
524288,0.000149,14.07484563758389261744
1048576,0.000324,12.94538271604938271604
2097152,0.000592,14.16994594594594594594
4194304,0.001217,13.78571569433032046014
8388608,0.002440,13.75181639344262295081
16777216,0.004832,13.88842384105960264900
33554432,0.009548,14.05715626309174696271
67108864,0.019119,14.04024561954077096082
134217728,0.040002,13.42110174491275436228
268435456,0.078870,13.61407156079624698871
536870912,0.157769,13.61156911687340352033
1073741824,0.321681,13.35163499243038911219
