Size,Time[s],Throughput[GB/s]
32768,.03029640000000000000,.00432632259938474538
65536,.03056340000000000000,.00857705621756741723
131072,.04386320000000000000,.01195279870141713326
262144,.03150620000000000000,.03328157632465990820
524288,.03807880000000000000,.05507400443291280187
1048576,.04848540000000000000,.08650653598815313475
2097152,.04149200000000000000,.20217410585173045406
4194304,.05255520000000000000,.31923037111456145157
8388608,.08434520000000000000,.39782266210762438170
16777216,.11940480000000000000,.56202819317146379375
33554432,.21065500000000000000,.63714475326956397901
67108864,.39086420000000000000,.68677421979296134053
134217728,.73004080000000000000,.73539850375485863255
268435456,1.41787460000000000000,.75728969543568944672
536870912,2.70700240000000000000,.79330688735259340737
1073741824,5.23572880000000000000,.82031890116233675052
