Size,Time[s],Throughput[GB/s]
32768,0.004818,.02720464923204649232
65536,0.006463,.04056073031100108308
131072,0.005553,.09441527102467134882
262144,0.006853,.15300977674011381876
524288,0.006370,.32922323390894819466
1048576,0.010414,.40275628961014019589
2097152,0.019636,.42720554084334895090
4194304,0.021617,.77611213396863579590
8388608,0.019169,1.75045291877510563931
16777216,0.053348,1.25794526505211066956
33554432,0.087411,1.53547869261305785313
67108864,0.213052,1.25995276270581829788
134217728,0.379466,1.41480636473359932115
268435456,0.746428,1.43850689416795725776
536870912,1.210742,1.77369220527577303835
1073741824,2.251859,1.90729850137153347523
2147483648,4.114317,2.08781544834780596633
4294967296,7.924229,2.16801775718495767853
