Size,Time[s],Throughput[GB/s]
32768,.00193300000000000000,.06780755302638385928
65536,.00195040000000000000,.13440525020508613617
131072,.00211520000000000000,.24786686838124054462
262144,.00245060000000000000,.42788541581653472618
524288,.00367080000000000000,.57130652718753405252
1048576,.00428920000000000000,.97787559451645994591
2097152,.00683760000000000000,1.22683514683514683514
4194304,.01179280000000000000,1.42266603351197340750
8388608,.02173500000000000000,1.54379719346675868414
16777216,.03908780000000000000,1.71687493284349592455
33554432,.08252080000000000000,1.62647148355323748679
67108864,.17081060000000000000,1.57153862816476260840
134217728,.33862840000000000000,1.58542789677416306488
268435456,.65152540000000000000,1.64804292204110538130
536870912,1.31521400000000000000,1.63280169462916301073
1073741824,2.50512680000000000000,1.71447101839316077733
