Size,Time[s],Throughput[GB/s]
32768,.00417820000000000000,.03137044660380067971
65536,.00463140000000000000,.05660145960184825322
131072,.00448380000000000000,.11692939024934207591
262144,.00569200000000000000,.18421925509486999297
524288,.00654280000000000000,.32052821422021153023
1048576,.00928580000000000000,.45169010747593099140
2097152,.01462900000000000000,.57342320049217308086
4194304,.02197720000000000000,.76339187885626922446
8388608,.03946760000000000000,.85017665122784258480
16777216,.06719600000000000000,.99870325614619917852
33554432,.12756120000000000000,1.05218301489794702464
67108864,.19149660000000000000,1.40177661639945565613
134217728,.36469980000000000000,1.47208995453246752534
268435456,.66786240000000000000,1.60772911306281054301
536870912,1.37120740000000000000,1.56612606378874559749
1073741824,2.52540180000000000000,1.70070651569187920908
