X,Time[s],Throughput[GB/s]
5,.00000060000000000000,6.61333333333333333333
6,.00000080000000000000,20.16000000000000000000
7,.00000100000000000000,65.02400000000000000000
8,.00000200000000000000,130.56000000000000000000
9,.00000500000000000000,209.30560000000000000000
10,.00003120000000000000,134.30153846153846153846
11,.00086120000000000000,19.47169530887134231305
12,.00350140000000000000,19.16161535385845661735
13,.01695440000000000000,15.83085735856178927004
14,.08001460000000000000,13.41850472288807292669
