Size,Time[s],Throughput[GB/s]
32768,0.000202354480,0.647734609088
65536,0.000190624410,1.375185895657
131072,0.000242115290,2.165447708817
262144,0.000210461360,4.982273230583
524288,0.000290094910,7.229192680423
1048576,0.000349370530,12.005317105596
2097152,0.000495754400,16.920894701086
4194304,0.000776570850,21.604230959738
8388608,0.001488678820,22.539738961289
16777216,0.002621312780,25.601242443109
33554432,0.005086882920,26.385063330689
67108864,0.009666370430,27.770036120993
134217728,0.019441040860,27.615337875485
268435456,0.037551310040,28.593991071317
536870912,0.082026612750,26.180328261818
1073741824,0.175841420380,24.425230908158
