Size,Time[s],Throughput[GB/s]
32768,0.000003807180,34.427581569561
65536,0.000005127380,51.126306222671
131072,0.000007677130,68.292187314791
262144,0.000013049530,80.353545300099
524288,0.000024508280,85.569121945726
1048576,0.000047258160,88.753011120196
2097152,0.000176072410,47.642944172798
4194304,0.000289246720,58.003133103808
8388608,0.000639090650,52.503399948036
16777216,0.001327947460,50.535782492479
33554432,0.003441683400,38.997697463979
67108864,0.010240650480,26.212734876974
134217728,0.021463065490,25.013710751157
268435456,0.043093123020,24.916779029955
536870912,0.087873540390,24.438342172957
1073741824,0.176283164630,24.364024239153
