Size,Time[s],Throughput[GB/s]
32768,0.005470,.02396197440585009140
65536,0.005888,.04452173913043478260
131072,0.007132,.07351205832865956253
262144,0.006409,.16360992354501482290
524288,0.007218,.29054474923801607093
1048576,0.011596,.36170265608830631252
2097152,0.017747,.47267752296162731729
4194304,0.018648,.89967910767910767910
8388608,0.045423,.73871016885718688770
16777216,0.074672,.89871523462609813584
33554432,0.102659,1.30741316397003672352
67108864,0.294599,.91118929799490154413
134217728,0.380080,1.41252081667017470006
268435456,0.730722,1.46942588836794293862
536870912,2.110263,1.01763791906506440192
1073741824,2.365508,1.81566382189364821425
