Size,Time[s],Throughput[GB/s]
32768,0.000025,5.24288000000000000000
65536,0.000041,6.39375609756097560975
131072,0.000075,6.99050666666666666666
262144,0.000149,7.03742281879194630872
524288,0.000304,6.89852631578947368421
1048576,0.000634,6.61562145110410094637
2097152,0.001200,6.99050666666666666666
4194304,0.002441,6.87309135600163867267
8388608,0.004794,6.99925573633708802670
16777216,0.009606,6.98614032896106600041
33554432,0.019155,7.00692915687809971286
67108864,0.038267,7.01480272819923171400
134217728,0.078455,6.84304266139825377604
268435456,0.156815,6.84718824092083027771
536870912,0.350792,6.12181477342698807270
1073741824,0.844866,5.08360769163393958331
