Size,Time[s],Throughput[GB/s]
32768,0.000011,11.91563636363636363636
65536,0.000007,37.44914285714285714285
131072,0.000006,87.38133333333333333333
262144,0.000040,26.21440000000000000000
524288,0.000019,110.37642105263157894736
1048576,0.000056,74.89828571428571428571
2097152,0.000049,171.19608163265306122448
4194304,0.000104,161.31938461538461538461
8388608,0.000326,102.92770552147239263803
16777216,0.000602,111.47651827242524916943
33554432,0.001030,130.30847378640776699029
67108864,0.001843,145.65135973955507325013
134217728,0.004171,128.71515511867657636058
268435456,0.008531,125.86353581057320361036
536870912,0.048531,44.24973002822937915971
1073741824,0.048645,88.29206076677973070202
