Size,Time[s],Throughput[GB/s]
32768,0.000013,10.08246153846153846153
65536,0.000017,15.42023529411764705882
131072,0.000026,20.16492307692307692307
262144,0.000042,24.96609523809523809523
524288,0.000078,26.88656410256410256410
1048576,0.000168,24.96609523809523809523
2097152,0.000326,25.73192638036809815950
4194304,0.000602,27.86912956810631229235
8388608,0.001231,27.25786515028432168968
16777216,0.002487,26.98386168073984720546
33554432,0.006256,21.45424040920716112531
67108864,0.009590,27.99118415015641293013
134217728,0.019180,27.99118415015641293013
268435456,0.040522,26.49774996298307092443
536870912,0.079578,26.98589620246801879916
1073741824,0.175432,24.48223411920288202836
