Size,Time[s],Throughput[GB/s]
32768,0.001088283850,0.120439166675
65536,0.002141315650,0.122421932516
131072,0.002118600000,0.247469083357
262144,0.002108278400,0.497361259310
524288,0.002382996400,0.880048329070
1048576,0.002412880900,1.738297153415
2097152,0.002803425700,2.992270492491
4194304,0.002509597900,6.685220767837
8388608,0.002716456650,12.352279577147
16777216,0.003645908100,18.406625224591
33554432,0.003541432100,37.899280350455
67108864,0.006415310650,41.842939593268
134217728,0.012124830750,44.278631435742
268435456,0.015735697850,68.236047376825
